date,meantemp,humidity,wind_speed,meanpressure
"Sat, 29 Dec 2012",10,92,4.633333333,1018.666667
"Sat, 5 Jan 2013",15.71428571,86.83333333,12.5,1020
"Sat, 12 Jan 2013",16.5,92.16666667,13.22857143,1016.666667
"Sat, 19 Jan 2013",14,79.66666667,8.471428571,1021.8
"Sat, 26 Jan 2013",16.2,73,6.8,1019.666667
"Sat, 2 Feb 2013",18,92.375,11.11428571,1018.666667
"Sat, 9 Feb 2013",19.16666667,71.5,10.18333333,1017.5
"Sat, 16 Feb 2013",20.5,92.71428571,12.22,1017
"Sat, 23 Feb 2013",20.8,78.85714286,24.06666667,1018.857143
"Sat, 2 Mar 2013",24.16666667,71,15.725,1016.375
"Sat, 9 Mar 2013",25.42857143,70.5,12.03333333,1016.166667
"Sat, 16 Mar 2013",29.16666667,73.66666667,17.45714286,1016.166667
"Sat, 23 Mar 2013",27.375,70.375,15.9625,1010.625
"Sat, 30 Mar 2013",26.2,58,15.56,1009.5
"Sat, 6 Apr 2013",30.16666667,33.85714286,11.9,1007.571429
"Sat, 13 Apr 2013",32.125,41.375,10.425,1008.4
"Sat, 20 Apr 2013",31.14285714,45.875,13.88333333,1010
"Sat, 27 Apr 2013",32.125,32,13.48571429,1007
"Sat, 4 May 2013",34.5,39.25,9.528571429,1002
"Sat, 11 May 2013",33,40.14285714,14.8125,1003.714286
"Sat, 18 May 2013",38.42857143,42.2,17.5875,999.6666667
"Sat, 25 May 2013",38.71428571,40.125,10.74,1000.166667
"Sat, 1 Jun 2013",37.16666667,61.71428571,14.2,1001
"Sat, 8 Jun 2013",36.625,68.66666667,16.35,1000
"Sat, 15 Jun 2013",34.83333333,88.85714286,13.22857143,999
"Sat, 22 Jun 2013",35.6,71.5,13.22857143,999.1666667
"Sat, 29 Jun 2013",33.85714286,70,13.875,997.8
"Sat, 6 Jul 2013",32.5,86.625,11.37142857,1000.571429
"Sat, 13 Jul 2013",31.75,83.875,13.5375,999
"Sat, 20 Jul 2013",31.85714286,90.66666667,8.016666667,999.1666667
"Sat, 27 Jul 2013",32.28571429,79,11.11428571,999.4285714
"Sat, 3 Aug 2013",32.5,90.66666667,10.81666667,1002.166667
"Sat, 10 Aug 2013",30.75,92,11.125,1001.714286
"Sat, 17 Aug 2013",31.28571429,91,14.28571429,1001.428571
"Sat, 24 Aug 2013",32.14285714,90.75,18.525,1003.714286
"Sat, 31 Aug 2013",32.75,71.75,15.34285714,1003.714286
"Sat, 7 Sep 2013",31.16666667,71.75,42.22,1008.166667
"Sat, 14 Sep 2013",31.625,70,9.583333333,1003.833333
"Sat, 21 Sep 2013",30.75,89,7.4125,1006.6
"Sat, 28 Sep 2013",30,84.57142857,7.42,1010
"Sat, 5 Oct 2013",30.83333333,89.85714286,5.566666667,1010.857143
"Sat, 12 Oct 2013",27.71428571,84.33333333,5.557142857,1010.5
"Sat, 19 Oct 2013",27.8,75.8,2.114285714,1013.625
"Sat, 26 Oct 2013",23.66666667,78.2,4.933333333,1013.285714
"Sat, 2 Nov 2013",21.625,82.2,19.9125,1017.5
"Sat, 9 Nov 2013",19.85714286,73.57142857,5.814285714,1016.714286
"Sat, 16 Nov 2013",18.5,74.875,7.4125,1018
"Sat, 23 Nov 2013",21.25,77.85714286,9.75,1017.75
"Sat, 30 Nov 2013",18,73.5,11.8125,1017
"Sat, 7 Dec 2013",17.75,83.625,16.9,1014.25
"Sat, 14 Dec 2013",16.14285714,93,4.4125,1016
"Sat, 21 Dec 2013",15.25,94,34.4875,1021.375
"Sat, 28 Dec 2013",14.5,89.625,8.1,1021
"Sat, 4 Jan 2014",12.875,89,27.3375,1017.875
"Sat, 11 Jan 2014",14.875,95.75,6.725,1020.75
"Sat, 18 Jan 2014",15.625,96.85714286,8.1125,1023
"Sat, 25 Jan 2014",16.625,95.625,9.95,1019.75
"Sat, 1 Feb 2014",19.625,79.375,15.05,1019.75
"Sat, 8 Feb 2014",15.25,95.5,9.2625,1013.625
"Sat, 15 Feb 2014",17.125,89.5,12.725,1017.75
"Sat, 22 Feb 2014",18.75,88.375,7.8875,1019.375
